video,path,true_label,video_type,nsgvd_score,nsgvd_pred,xception_score,xception_pred,efficientnet_score,efficientnet_pred,clip_vit_score,clip_vit_pred
-0L4z8D2eGs_000043_000053.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0L4z8D2eGs_000043_000053.mp4,real,no_face,0.1287,real,,,,,,
-0Li7rc78jQ_000128_000138.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0Li7rc78jQ_000128_000138.mp4,real,no_face,0.1048,real,,,,,,
-0ML-FXomBw_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0ML-FXomBw_000001_000011.mp4,real,face,0.6801,real,,,,,,
-0Mfuocujdg_000000_000010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0Mfuocujdg_000000_000010.mp4,real,no_face,0.1684,real,,,,,,
-0N5cgaMCfY_000316_000326.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0N5cgaMCfY_000316_000326.mp4,real,face,0.5674,real,,,,,,
000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/000.mp4,real,face,0.8077,real,,,,,,
001.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/001.mp4,real,face,0.2051,real,,,,,,
002.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/002.mp4,real,face,0.3882,real,,,,,,
003.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/003.mp4,real,face,0.3047,real,,,,,,
004.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/004.mp4,real,face,0.2769,real,,,,,,
005.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/005.mp4,real,face,0.8772,real,,,,,,
006.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/006.mp4,real,face,0.3356,real,,,,,,
007.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/007.mp4,real,face,0.1128,real,,,,,,
008.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/008.mp4,real,face,0.5381,real,,,,,,
009.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/009.mp4,real,face,1.3508,fake,,,,,,
010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/010.mp4,real,face,0.217,real,,,,,,
011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/011.mp4,real,face,0.2641,real,,,,,,
012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/012.mp4,real,face,0.7093,real,,,,,,
013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/013.mp4,real,face,0.1558,real,,,,,,
014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/014.mp4,real,face,1.5142,fake,,,,,,
015.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/015.mp4,real,face,0.8154,real,,,,,,
016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/016.mp4,real,face,0.2122,real,,,,,,
017.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/017.mp4,real,face,0.6507,real,,,,,,
018.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/018.mp4,real,face,0.7728,real,,,,,,
019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/019.mp4,real,face,1.4102,fake,,,,,,
020.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/020.mp4,real,face,1.0368,fake,,,,,,
021.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/021.mp4,real,face,0.8515,real,,,,,,
022.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/022.mp4,real,face,1.3448,fake,,,,,,
023.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/023.mp4,real,face,0.7421,real,,,,,,
024.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/024.mp4,real,face,0.2998,real,,,,,,
025.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/025.mp4,real,face,0.4495,real,,,,,,
026.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/026.mp4,real,face,0.7679,real,,,,,,
027.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/027.mp4,real,face,1.0501,fake,,,,,,
028.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/028.mp4,real,face,1.2608,fake,,,,,,
029.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/029.mp4,real,face,0.2761,real,,,,,,
030.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/030.mp4,real,face,0.7836,real,,,,,,
031.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/031.mp4,real,face,0.5343,real,,,,,,
032.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/032.mp4,real,face,0.2441,real,,,,,,
033.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/033.mp4,real,face,0.1779,real,,,,,,
034.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/034.mp4,real,face,0.1829,real,,,,,,
035.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/035.mp4,real,face,0.3016,real,,,,,,
036.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/036.mp4,real,face,0.1556,real,,,,,,
037.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/037.mp4,real,face,1.1795,fake,,,,,,
038.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/038.mp4,real,face,0.1548,real,,,,,,
039.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/039.mp4,real,face,1.2736,fake,,,,,,
040.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/040.mp4,real,face,1.3517,fake,,,,,,
041.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/041.mp4,real,face,0.3364,real,,,,,,
042.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/042.mp4,real,face,0.2174,real,,,,,,
043.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/043.mp4,real,face,0.5038,real,,,,,,
044.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/044.mp4,real,face,0.6025,real,,,,,,
045.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/045.mp4,real,face,0.2678,real,,,,,,
046.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/046.mp4,real,face,0.7682,real,,,,,,
047.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/047.mp4,real,face,0.9231,real,,,,,,
048.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/048.mp4,real,face,0.7877,real,,,,,,
049.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/FF_original/049.mp4,real,face,0.9461,real,,,,,,
msrvtt_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1.mp4,real,no_face,0.4734,real,,,,,,
msrvtt_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_10.mp4,real,face,0.9369,real,,,,,,
msrvtt_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_100.mp4,real,no_face,0.6852,real,,,,,,
msrvtt_1000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1000.mp4,real,face,0.2072,real,,,,,,
msrvtt_10000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_10000.mp4,real,no_face,0.3555,real,,,,,,
msrvtt_1001.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1001.mp4,real,face,0.6691,real,,,,,,
msrvtt_1002.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1002.mp4,real,no_face,0.5904,real,,,,,,
msrvtt_1003.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1003.mp4,real,no_face,0.2561,real,,,,,,
msrvtt_1004.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1004.mp4,real,no_face,0.189,real,,,,,,
msrvtt_1005.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1005.mp4,real,no_face,0.5206,real,,,,,,
msrvtt_1006.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1006.mp4,real,face,0.8493,real,,,,,,
msrvtt_1007.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1007.mp4,real,no_face,1.4047,fake,,,,,,
msrvtt_1008.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1008.mp4,real,no_face,0.6276,real,,,,,,
msrvtt_1009.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1009.mp4,real,no_face,0.8473,real,,,,,,
msrvtt_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_101.mp4,real,no_face,0.7693,real,,,,,,
msrvtt_1010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1010.mp4,real,no_face,0.2685,real,,,,,,
msrvtt_1011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1011.mp4,real,no_face,0.2236,real,,,,,,
msrvtt_1012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1012.mp4,real,no_face,0.1885,real,,,,,,
msrvtt_1013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1013.mp4,real,no_face,0.2544,real,,,,,,
msrvtt_1014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1014.mp4,real,no_face,0.1465,real,,,,,,
msrvtt_1015.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1015.mp4,real,no_face,0.5961,real,,,,,,
msrvtt_1016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1016.mp4,real,no_face,0.1727,real,,,,,,
msrvtt_1017.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1017.mp4,real,no_face,0.3128,real,,,,,,
msrvtt_1018.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1018.mp4,real,face,0.6974,real,,,,,,
msrvtt_1019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1019.mp4,real,no_face,0.6613,real,,,,,,
msrvtt_102.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_102.mp4,real,face,1.5747,fake,,,,,,
msrvtt_1020.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1020.mp4,real,face,0.2428,real,,,,,,
msrvtt_1021.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1021.mp4,real,no_face,1.5026,fake,,,,,,
msrvtt_1022.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1022.mp4,real,no_face,1.2976,fake,,,,,,
msrvtt_1023.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1023.mp4,real,face,1.222,fake,,,,,,
msrvtt_1024.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1024.mp4,real,no_face,0.2098,real,,,,,,
msrvtt_1025.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1025.mp4,real,face,0.2585,real,,,,,,
msrvtt_1026.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1026.mp4,real,face,0.4928,real,,,,,,
msrvtt_1027.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1027.mp4,real,face,0.6294,real,,,,,,
msrvtt_1028.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1028.mp4,real,no_face,0.211,real,,,,,,
msrvtt_1029.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1029.mp4,real,no_face,0.1716,real,,,,,,
msrvtt_103.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_103.mp4,real,no_face,1.5471,fake,,,,,,
msrvtt_1030.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1030.mp4,real,no_face,0.2369,real,,,,,,
msrvtt_1031.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1031.mp4,real,face,0.2789,real,,,,,,
msrvtt_1032.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1032.mp4,real,face,1.0755,fake,,,,,,
msrvtt_1033.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1033.mp4,real,no_face,0.7433,real,,,,,,
msrvtt_1034.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1034.mp4,real,face,0.368,real,,,,,,
msrvtt_1035.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1035.mp4,real,no_face,0.3021,real,,,,,,
msrvtt_1036.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1036.mp4,real,face,0.9414,real,,,,,,
msrvtt_1037.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1037.mp4,real,face,0.7635,real,,,,,,
msrvtt_1038.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1038.mp4,real,no_face,0.206,real,,,,,,
msrvtt_1039.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1039.mp4,real,face,0.5872,real,,,,,,
