video,full_path,true_label,mmd_score,pred_conservative,correct_conservative,pred_balanced,correct_balanced,pred_aggressive,correct_aggressive
--7qK_w-g3Y_000185_000195.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--7qK_w-g3Y_000185_000195.mp4,real,0.2914,real,True,real,True,real,True
--8FQVwWH0M_000003_000013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--8FQVwWH0M_000003_000013.mp4,real,0.3159,real,True,real,True,real,True
--9s8lCov-I_000002_000012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--9s8lCov-I_000002_000012.mp4,real,0.4239,real,True,real,True,real,True
--AbCB6WSN0_000018_000028.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--AbCB6WSN0_000018_000028.mp4,real,0.2348,real,True,real,True,real,True
--GF746y6UM_000496_000506.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--GF746y6UM_000496_000506.mp4,real,0.2334,real,True,real,True,real,True
--ILYNHl3e4_000541_000551.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--ILYNHl3e4_000541_000551.mp4,real,0.3793,real,True,real,True,real,True
--Kr1PZaPDI_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--Kr1PZaPDI_000001_000011.mp4,real,0.1922,real,True,real,True,real,True
--PwWfN1Ae4_000097_000107.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--PwWfN1Ae4_000097_000107.mp4,real,0.2791,real,True,real,True,real,True
--RVKBMp_2M_000079_000089.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--RVKBMp_2M_000079_000089.mp4,real,0.5667,real,True,real,True,real,True
--SOz3xjWfA_000037_000047.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--SOz3xjWfA_000037_000047.mp4,real,0.444,real,True,real,True,real,True
--SrV9bGzRA_000197_000207.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--SrV9bGzRA_000197_000207.mp4,real,1.0429,real,True,real,True,fake,False
--TSmh3wj9I_000118_000128.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--TSmh3wj9I_000118_000128.mp4,real,0.8155,real,True,real,True,real,True
--Y25nDn2Wk_000060_000070.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--Y25nDn2Wk_000060_000070.mp4,real,0.2852,real,True,real,True,real,True
--bGIeO_7Jo_000184_000194.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--bGIeO_7Jo_000184_000194.mp4,real,0.6799,real,True,real,True,real,True
--dVV4_CSvw_000033_000043.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--dVV4_CSvw_000033_000043.mp4,real,0.6448,real,True,real,True,real,True
--gEBElruic_000067_000077.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--gEBElruic_000067_000077.mp4,real,0.1611,real,True,real,True,real,True
--kbTDDIiP0_000062_000072.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--kbTDDIiP0_000062_000072.mp4,real,0.6581,real,True,real,True,real,True
--nQbRBEz2s_000104_000114.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--nQbRBEz2s_000104_000114.mp4,real,0.3539,real,True,real,True,real,True
--o545tThdQ_000088_000098.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--o545tThdQ_000088_000098.mp4,real,0.526,real,True,real,True,real,True
--oEIzy6Esc_000045_000055.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--oEIzy6Esc_000045_000055.mp4,real,0.6953,real,True,real,True,real,True
--oJV4vFNeI_000003_000013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--oJV4vFNeI_000003_000013.mp4,real,0.996,real,True,real,True,fake,False
--rC9Wkh6HA_000179_000189.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--rC9Wkh6HA_000179_000189.mp4,real,0.4019,real,True,real,True,real,True
--rd8woSLiM_000041_000051.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--rd8woSLiM_000041_000051.mp4,real,1.4281,real,True,fake,False,fake,False
--sGO9m2Was_000000_000010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--sGO9m2Was_000000_000010.mp4,real,1.5432,fake,False,fake,False,fake,False
--uGS0Y4D6k_000009_000019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--uGS0Y4D6k_000009_000019.mp4,real,0.4316,real,True,real,True,real,True
--wYHtYMK9o_000008_000018.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--wYHtYMK9o_000008_000018.mp4,real,0.9248,real,True,real,True,fake,False
--yCUKj4Oq4_000018_000028.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/--yCUKj4Oq4_000018_000028.mp4,real,0.184,real,True,real,True,real,True
-0-s1eu4sF4_000031_000041.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0-s1eu4sF4_000031_000041.mp4,real,0.1821,real,True,real,True,real,True
-02UO1KSdZ0_000025_000035.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-02UO1KSdZ0_000025_000035.mp4,real,0.293,real,True,real,True,real,True
-05qSkAhM6Y_000205_000215.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-05qSkAhM6Y_000205_000215.mp4,real,0.3757,real,True,real,True,real,True
-081qTv9fXc_000216_000226.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-081qTv9fXc_000216_000226.mp4,real,0.2823,real,True,real,True,real,True
-09lBxmFoWE_000030_000040.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-09lBxmFoWE_000030_000040.mp4,real,0.3891,real,True,real,True,real,True
-0BveUV52cM_000043_000053.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0BveUV52cM_000043_000053.mp4,real,0.1696,real,True,real,True,real,True
-0CNBzthkZ4_000004_000014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0CNBzthkZ4_000004_000014.mp4,real,0.7664,real,True,real,True,real,True
-0COMyPvkHU_000061_000071.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0COMyPvkHU_000061_000071.mp4,real,0.1835,real,True,real,True,real,True
-0Eu83ggVq4_000235_000245.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0Eu83ggVq4_000235_000245.mp4,real,0.4096,real,True,real,True,real,True
-0FzHADcl10_000005_000015.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0FzHADcl10_000005_000015.mp4,real,0.8057,real,True,real,True,real,True
-0HUfPFdLKE_000004_000014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0HUfPFdLKE_000004_000014.mp4,real,0.8997,real,True,real,True,fake,False
-0IErS_cisg_000017_000027.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0IErS_cisg_000017_000027.mp4,real,0.5149,real,True,real,True,real,True
-0IEt9-NeV4_000637_000647.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0IEt9-NeV4_000637_000647.mp4,real,0.1969,real,True,real,True,real,True
-0L4fgr5GE0_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0L4fgr5GE0_000001_000011.mp4,real,0.1788,real,True,real,True,real,True
-0L4z8D2eGs_000043_000053.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0L4z8D2eGs_000043_000053.mp4,real,0.1287,real,True,real,True,real,True
-0Li7rc78jQ_000128_000138.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0Li7rc78jQ_000128_000138.mp4,real,0.1048,real,True,real,True,real,True
-0ML-FXomBw_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0ML-FXomBw_000001_000011.mp4,real,0.6801,real,True,real,True,real,True
-0Mfuocujdg_000000_000010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0Mfuocujdg_000000_000010.mp4,real,0.1684,real,True,real,True,real,True
-0N5cgaMCfY_000316_000326.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0N5cgaMCfY_000316_000326.mp4,real,0.5674,real,True,real,True,real,True
-0NOgzGpSEY_000003_000013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0NOgzGpSEY_000003_000013.mp4,real,0.5955,real,True,real,True,real,True
-0NQHRndkPI_000004_000014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0NQHRndkPI_000004_000014.mp4,real,0.3893,real,True,real,True,real,True
-0OK3nbLKgM_000012_000022.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0OK3nbLKgM_000012_000022.mp4,real,0.201,real,True,real,True,real,True
-0TvmZ9L0ho_000033_000043.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0TvmZ9L0ho_000033_000043.mp4,real,0.1058,real,True,real,True,real,True
-0WZKTu0xNk_000112_000122.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0WZKTu0xNk_000112_000122.mp4,real,0.1768,real,True,real,True,real,True
-0Y6xqWo_kM_000004_000014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0Y6xqWo_kM_000004_000014.mp4,real,0.7082,real,True,real,True,real,True
-0byZyStAYQ_000054_000064.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0byZyStAYQ_000054_000064.mp4,real,0.1891,real,True,real,True,real,True
-0cS8MCIJZY_000006_000016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0cS8MCIJZY_000006_000016.mp4,real,0.2186,real,True,real,True,real,True
-0dYbFhZsGU_000237_000247.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0dYbFhZsGU_000237_000247.mp4,real,0.231,real,True,real,True,real,True
-0eUJLYCmbs_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0eUJLYCmbs_000001_000011.mp4,real,0.25,real,True,real,True,real,True
-0edhdVNyYk_000047_000057.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0edhdVNyYk_000047_000057.mp4,real,0.1968,real,True,real,True,real,True
-0ew-c0w7uc_000002_000012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0ew-c0w7uc_000002_000012.mp4,real,0.1564,real,True,real,True,real,True
-0lfUaTIAEs_000004_000014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0lfUaTIAEs_000004_000014.mp4,real,0.5826,real,True,real,True,real,True
-0o2B1AEdoQ_000007_000017.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0o2B1AEdoQ_000007_000017.mp4,real,0.1515,real,True,real,True,real,True
-0r6NmrdKCU_000043_000053.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0r6NmrdKCU_000043_000053.mp4,real,0.1872,real,True,real,True,real,True
-0vBGWkPoq4_000031_000041.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0vBGWkPoq4_000031_000041.mp4,real,0.5708,real,True,real,True,real,True
-0vzKnJrPQs_000096_000106.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0vzKnJrPQs_000096_000106.mp4,real,0.1959,real,True,real,True,real,True
-0yP0wBW_uQ_000003_000013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0yP0wBW_uQ_000003_000013.mp4,real,0.1977,real,True,real,True,real,True
-0y_lDefNlc_000140_000150.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-0y_lDefNlc_000140_000150.mp4,real,0.1892,real,True,real,True,real,True
-1-_dKO7AHo_000193_000203.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1-_dKO7AHo_000193_000203.mp4,real,0.5887,real,True,real,True,real,True
-1-ni_H1VyI_000320_000330.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1-ni_H1VyI_000320_000330.mp4,real,0.4667,real,True,real,True,real,True
-10xhPhBo0k_000498_000508.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-10xhPhBo0k_000498_000508.mp4,real,0.2008,real,True,real,True,real,True
-12y8XXUDOA_000164_000174.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-12y8XXUDOA_000164_000174.mp4,real,0.1966,real,True,real,True,real,True
-154370L9wE_000079_000089.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-154370L9wE_000079_000089.mp4,real,0.3048,real,True,real,True,real,True
-15OAjLm520_000006_000016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-15OAjLm520_000006_000016.mp4,real,1.0211,real,True,real,True,fake,False
-15UpGVyV4w_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-15UpGVyV4w_000001_000011.mp4,real,0.5139,real,True,real,True,real,True
-16TZQLfXUc_000060_000070.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-16TZQLfXUc_000060_000070.mp4,real,0.7032,real,True,real,True,real,True
-18X6h92xpw_000024_000034.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-18X6h92xpw_000024_000034.mp4,real,0.6185,real,True,real,True,real,True
-1AV2VguEDw_000136_000146.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1AV2VguEDw_000136_000146.mp4,real,0.4905,real,True,real,True,real,True
-1DARulHLgw_000007_000017.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1DARulHLgw_000007_000017.mp4,real,0.5479,real,True,real,True,real,True
-1DQLnNEH8g_000003_000013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1DQLnNEH8g_000003_000013.mp4,real,0.5562,real,True,real,True,real,True
-1FlCGo8M4E_000574_000584.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1FlCGo8M4E_000574_000584.mp4,real,1.0346,real,True,real,True,fake,False
-1Gh2yyYY7M_000019_000029.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1Gh2yyYY7M_000019_000029.mp4,real,0.2978,real,True,real,True,real,True
-1GsilN0qjU_000025_000035.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1GsilN0qjU_000025_000035.mp4,real,0.2259,real,True,real,True,real,True
-1HDL5IqExA_000018_000028.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1HDL5IqExA_000018_000028.mp4,real,0.2856,real,True,real,True,real,True
-1Hub6Ps_cc_000047_000057.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1Hub6Ps_cc_000047_000057.mp4,real,0.7603,real,True,real,True,real,True
-1KtlEOx78I_000009_000019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1KtlEOx78I_000009_000019.mp4,real,0.4424,real,True,real,True,real,True
-1QTRLQSzhQ_000145_000155.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1QTRLQSzhQ_000145_000155.mp4,real,0.4163,real,True,real,True,real,True
-1RpglW_MLA_000020_000030.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1RpglW_MLA_000020_000030.mp4,real,0.3686,real,True,real,True,real,True
-1RxG3SJZfY_000103_000113.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1RxG3SJZfY_000103_000113.mp4,real,1.3752,real,True,fake,False,fake,False
-1Te0BM0oU8_000000_000010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1Te0BM0oU8_000000_000010.mp4,real,0.1706,real,True,real,True,real,True
-1XzFG0hqAI_000001_000011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1XzFG0hqAI_000001_000011.mp4,real,1.5007,fake,False,fake,False,fake,False
-1fippPF1oI_000002_000012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1fippPF1oI_000002_000012.mp4,real,0.2258,real,True,real,True,real,True
-1iWWmJmwzI_000048_000058.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1iWWmJmwzI_000048_000058.mp4,real,0.2015,real,True,real,True,real,True
-1nK1bPQYEc_000149_000159.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1nK1bPQYEc_000149_000159.mp4,real,1.4374,fake,False,fake,False,fake,False
-1q3fZMO1_M_000083_000093.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1q3fZMO1_M_000083_000093.mp4,real,1.0577,real,True,real,True,fake,False
-1qwHuGXhuo_000016_000026.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1qwHuGXhuo_000016_000026.mp4,real,0.3783,real,True,real,True,real,True
-1th54-55Xc_000016_000026.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1th54-55Xc_000016_000026.mp4,real,1.0622,real,True,real,True,fake,False
-1vQEXONh3Y_000723_000733.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1vQEXONh3Y_000723_000733.mp4,real,0.1528,real,True,real,True,real,True
-1xDshoKGiw_000168_000178.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/Kinetics-400/-1xDshoKGiw_000168_000178.mp4,real,0.5748,real,True,real,True,real,True
msrvtt_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1.mp4,real,0.4734,real,True,real,True,real,True
msrvtt_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_10.mp4,real,0.9369,real,True,real,True,fake,False
msrvtt_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_100.mp4,real,0.6852,real,True,real,True,real,True
msrvtt_1000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1000.mp4,real,0.2072,real,True,real,True,real,True
msrvtt_10000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_10000.mp4,real,0.3555,real,True,real,True,real,True
msrvtt_1001.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1001.mp4,real,0.6691,real,True,real,True,real,True
msrvtt_1002.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1002.mp4,real,0.5904,real,True,real,True,real,True
msrvtt_1003.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1003.mp4,real,0.2561,real,True,real,True,real,True
msrvtt_1004.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1004.mp4,real,0.189,real,True,real,True,real,True
msrvtt_1005.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1005.mp4,real,0.5206,real,True,real,True,real,True
msrvtt_1006.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1006.mp4,real,0.8493,real,True,real,True,fake,False
msrvtt_1007.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1007.mp4,real,1.4047,real,True,fake,False,fake,False
msrvtt_1008.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1008.mp4,real,0.6276,real,True,real,True,real,True
msrvtt_1009.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1009.mp4,real,0.8473,real,True,real,True,real,True
msrvtt_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_101.mp4,real,0.7693,real,True,real,True,real,True
msrvtt_1010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1010.mp4,real,0.2685,real,True,real,True,real,True
msrvtt_1011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1011.mp4,real,0.2236,real,True,real,True,real,True
msrvtt_1012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1012.mp4,real,0.1885,real,True,real,True,real,True
msrvtt_1013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1013.mp4,real,0.2544,real,True,real,True,real,True
msrvtt_1014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1014.mp4,real,0.1465,real,True,real,True,real,True
msrvtt_1015.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1015.mp4,real,0.5961,real,True,real,True,real,True
msrvtt_1016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1016.mp4,real,0.1727,real,True,real,True,real,True
msrvtt_1017.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1017.mp4,real,0.3128,real,True,real,True,real,True
msrvtt_1018.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1018.mp4,real,0.6974,real,True,real,True,real,True
msrvtt_1019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1019.mp4,real,0.6613,real,True,real,True,real,True
