video_name,video_path,true_label,predicted_label,confidence,video_type,detector_used,mode,correct,flag,mmd_score,face_ratio
166.mp4,/mnt/datasets_remote/sunstarVideos/0_real/166.mp4,real,real,0.15157424478797335,uncertain,Ensemble,conservative,True,MANUAL_REVIEW,0.6977,0.5
167.mp4,/mnt/datasets_remote/sunstarVideos/0_real/167.mp4,real,real,0.2033115870089349,uncertain,Ensemble,conservative,True,MANUAL_REVIEW,0.4545,0.25
168.mp4,/mnt/datasets_remote/sunstarVideos/0_real/168.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
169.mp4,/mnt/datasets_remote/sunstarVideos/0_real/169.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.625
170.mp4,/mnt/datasets_remote/sunstarVideos/0_real/170.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
176.mp4,/mnt/datasets_remote/sunstarVideos/0_real/176.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
181.mp4,/mnt/datasets_remote/sunstarVideos/0_real/181.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
184.mp4,/mnt/datasets_remote/sunstarVideos/0_real/184.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.625
187.mp4,/mnt/datasets_remote/sunstarVideos/0_real/187.mp4,real,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.625
189.mp4,/mnt/datasets_remote/sunstarVideos/0_real/189.mp4,real,real,0.6784144093036448,fully_synthetic,NSG-VD,conservative,True,,0.4535,0.125
001.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/001.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
005.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/005.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.75
006.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/006.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
007.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/007.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.625
008.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/008.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.75
009.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/009.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.875
011.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/011.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
014.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/014.mp4,fake,real,0.1798042830804141,uncertain,Ensemble,conservative,False,MANUAL_REVIEW,0.565,0.375
016.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/016.mp4,fake,real,0.656786271450858,fully_synthetic,NSG-VD,conservative,False,,0.484,0.0
133.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/133.mp4,fake,real,0.13927102538646996,fully_synthetic,NSG-VD,conservative,False,MANUAL_REVIEW,1.2138,0.125
134.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/134.mp4,fake,real,0.6650120550276557,fully_synthetic,NSG-VD,conservative,False,,0.4724,0.0
140.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/140.mp4,fake,real,0.1341086370727556,uncertain,Ensemble,conservative,False,MANUAL_REVIEW,0.7798,0.375
173.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/173.mp4,fake,real,0.1959722025244646,uncertain,Ensemble,conservative,False,MANUAL_REVIEW,0.489,0.5
174.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/174.mp4,fake,real,0.2054814919869522,uncertain,Ensemble,conservative,False,MANUAL_REVIEW,0.4443,0.375
175.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/175.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.875
179.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/179.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
180.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/180.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,0.875
183.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/183.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,conservative,False,MANUAL_REVIEW,,1.0
