video_name,video_path,true_label,predicted_label,confidence,video_type,detector_used,mode,correct,flag,mmd_score,face_ratio
166.mp4,/mnt/datasets_remote/sunstarVideos/0_real/166.mp4,real,real,0.07325316867078324,uncertain,Ensemble,aggressive,True,MANUAL_REVIEW,0.6977,0.5
167.mp4,/mnt/datasets_remote/sunstarVideos/0_real/167.mp4,real,real,0.152291192720182,uncertain,Ensemble,aggressive,True,MANUAL_REVIEW,0.4545,0.25
168.mp4,/mnt/datasets_remote/sunstarVideos/0_real/168.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
169.mp4,/mnt/datasets_remote/sunstarVideos/0_real/169.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.625
170.mp4,/mnt/datasets_remote/sunstarVideos/0_real/170.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
176.mp4,/mnt/datasets_remote/sunstarVideos/0_real/176.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
181.mp4,/mnt/datasets_remote/sunstarVideos/0_real/181.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
184.mp4,/mnt/datasets_remote/sunstarVideos/0_real/184.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.625
187.mp4,/mnt/datasets_remote/sunstarVideos/0_real/187.mp4,real,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.625
189.mp4,/mnt/datasets_remote/sunstarVideos/0_real/189.mp4,real,real,0.5087206153179504,fully_synthetic,NSG-VD,aggressive,True,,0.4535,0.125
001.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/001.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
005.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/005.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.75
006.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/006.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
007.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/007.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.625
008.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/008.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.75
009.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/009.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.875
011.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/011.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
014.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/014.mp4,fake,real,0.11637959051023727,uncertain,Ensemble,aggressive,False,MANUAL_REVIEW,0.565,0.375
016.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/016.mp4,fake,real,0.4756797746722999,fully_synthetic,NSG-VD,aggressive,False,,0.484,0.0
133.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/133.mp4,fake,fake,0.3149171270718231,fully_synthetic,NSG-VD,aggressive,True,,1.2138,0.125
134.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/134.mp4,fake,real,0.48824612718015387,fully_synthetic,NSG-VD,aggressive,False,,0.4724,0.0
140.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/140.mp4,fake,real,0.04657133571660708,uncertain,Ensemble,aggressive,False,MANUAL_REVIEW,0.7798,0.375
173.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/173.mp4,fake,real,0.14107897302567438,uncertain,Ensemble,aggressive,False,MANUAL_REVIEW,0.489,0.5
174.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/174.mp4,fake,real,0.15560610984725384,uncertain,Ensemble,aggressive,False,MANUAL_REVIEW,0.4443,0.375
175.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/175.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.875
179.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/179.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
180.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/180.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,0.875
183.mp4,/mnt/datasets_remote/sunstarVideos/1_fake/183.mp4,fake,uncertain,0.0,face_manipulation,Face-Models,aggressive,False,MANUAL_REVIEW,,1.0
